what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Terminate",1319239890130
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319239896681
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239899085
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239899101
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319239912875
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239913140
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239914965
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239917132
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239918598
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319239923577
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239923733
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319239927867
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239928054
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239928085
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239933452
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319239938654
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239941142
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239941142
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239941813
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319239941813
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239942718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239944028
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239949407
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239963201
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239965028
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239966713
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319239967462
