what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299706337
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319299707854
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299754525
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299760048
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319299830139
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299831278
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299832760
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299837239
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299849810
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319299851885
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299853804
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299855551
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299860060
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299862883
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319299866140
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299867357
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299869011
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299873535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299894442
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319299905066
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299906563
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299907952
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299912413
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319299914722
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319299916081
