what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304474321
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304476178
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304477670
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304499609
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304502651
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304522728
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304522759
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319304524697
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304526382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304623333
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319304637279
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304643628
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304645828
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304651616
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304737057
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304741643
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319304750364
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304750551
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304750582
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304769068
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304769068
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1319304770332
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304770519
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304770550
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304779364
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304779364
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319304812312
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304818661
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304820065
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304827662
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304887894
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319304888767
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304895429
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304896645
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304900554
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304958338
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304959699
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319304962166
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1319304967984
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304971806
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304972930
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304978659
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1319304998217
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1319304999356
